#1
double ashland(287,9)
#epoch	irradiance_global	irradiance_direct	irradiance_diffuse	irradiance_poa	power_dc_system_1	power_dc_system_2	wind_speed	temperature_ambient
1527870300	774.0	954.0	44.0	791.0	3868.0	9028.0	0.8	16.4
1527870600	785.0	956.0	45.0	804.0	3882.0	9174.0	1.1	16.3
1527870900	797.0	958.0	45.0	817.0	3960.0	9302.0	1.0	16.3
1527871200	808.0	962.0	45.0	830.0	4046.0	9460.0	0.9	16.4
1527871500	819.0	965.0	45.0	843.0	4064.0	9566.0	0.9	16.8
1527871800	829.0	965.0	45.0	854.0	4166.0	9690.0	1.0	16.2
1527872100	839.0	969.0	44.0	866.0	4140.0	9776.0	0.9	16.7
1527872400	849.0	970.0	45.0	878.0	4259.0	9886.0	1.0	17.3
1527872700	858.0	972.0	45.0	888.0	4287.0	10028.0	1.1	16.5
1527873000	868.0	976.0	45.0	899.0	4353.0	10106.0	0.4	17.3
1527873300	876.0	975.0	46.0	909.0	4393.0	10188.0	1.2	17.1
1527873600	886.0	981.0	44.0	920.0	4409.0	10280.0	0.6	17.7
1527873900	894.0	981.0	45.0	929.0	4409.0	10360.0	0.9	17.4
1527874200	902.0	984.0	44.0	938.0	4480.0	10426.0	0.6	17.6
1527874500	911.0	986.0	44.0	948.0	4553.0	10492.0	0.7	18.3
1527874800	916.0	987.0	43.0	954.0	4589.0	10560.0	1.0	18.2
1527875100	925.0	990.0	43.0	963.0	4585.0	10652.0	1.1	18.7
1527875400	931.0	991.0	44.0	970.0	4679.0	10742.0	1.1	18.4
1527875700	937.0	992.0	44.0	976.0	4631.0	10796.0	1.3	18.7
1527876000	944.0	994.0	44.0	982.0	4790.0	10848.0	1.4	18.7
1527876300	950.0	997.0	43.0	989.0	4754.0	10906.0	1.1	18.6
1527876600	953.0	996.0	44.0	992.0	4772.0	10948.0	1.2	18.6
1527876900	959.0	998.0	44.0	998.0	4771.0	10996.0	1.5	19.0
1527877200	963.0	1000.0	43.0	1002.0	4780.0	11084.0	1.5	18.9
1527877500	966.0	997.0	45.0	1004.0	4826.0	11102.0	1.7	19.1
1527877800	969.0	997.0	45.0	1006.0	4842.0	11084.0	1.4	19.3
1527878100	972.0	997.0	46.0	1008.0	4870.0	11176.0	1.3	19.4
1527878400	974.0	998.0	44.0	1010.0	4868.0	11196.0	1.4	19.6
1527878700	978.0	998.0	46.0	1013.0	4915.0	11142.0	1.3	19.7
1527879000	979.0	999.0	45.0	1013.0	4891.0	11232.0	1.6	19.6
1527879300	982.0	1000.0	46.0	1015.0	4930.0	11220.0	1.6	19.6
1527879600	983.0	1001.0	46.0	1015.0	4937.0	11210.0	1.4	20.2
1527879900	985.0	1002.0	46.0	1016.0	4919.0	11244.0	1.7	19.7
1527880200	986.0	1001.0	47.0	1016.0	4899.0	11250.0	1.7	20.1
1527880500	983.0	998.0	47.0	1013.0	4894.0	11218.0	1.9	20.4
1527880800	983.0	1000.0	46.0	1013.0	4895.0	11192.0	2.0	20.3
1527881100	981.0	998.0	46.0	1010.0	4901.0	11148.0	1.5	20.3
1527881400	980.0	998.0	47.0	1010.0	4832.0	11108.0	1.8	20.5
1527881700	979.0	997.0	48.0	1009.0	4852.0	11080.0	1.5	20.6
1527882000	977.0	998.0	47.0	1007.0	4762.0	10974.0	1.2	21.1
1527882300	975.0	999.0	46.0	1006.0	4869.0	10990.0	1.5	21.4
1527882600	974.0	999.0	47.0	1006.0	4820.0	10956.0	1.7	21.4
1527882900	970.0	998.0	47.0	1001.0	4778.0	10922.0	1.7	21.0
1527883200	967.0	998.0	47.0	997.0	4780.0	10918.0	1.8	21.3
1527883500	964.0	998.0	47.0	994.0	4753.0	10854.0	1.3	21.3
1527883800	959.0	996.0	48.0	990.0	4710.0	10798.0	1.9	21.5
1527884100	953.0	994.0	48.0	983.0	4700.0	10762.0	2.2	20.9
1527884400	948.0	993.0	48.0	977.0	4718.0	10712.0	1.6	21.5
1527884700	942.0	991.0	48.0	971.0	4625.0	10560.0	1.4	22.4
1527885000	934.0	987.0	49.0	963.0	4578.0	10488.0	1.9	21.7
1527885300	927.0	985.0	49.0	955.0	4501.0	10428.0	1.7	21.9
1527885600	918.0	980.0	49.0	944.0	4486.0	10330.0	1.5	22.0
1527885900	911.0	978.0	49.0	936.0	4453.0	10220.0	2.2	21.9
1527886200	904.0	978.0	49.0	928.0	4455.0	10142.0	1.5	22.4
1527886500	897.0	980.0	47.0	921.0	4343.0	10010.0	1.8	22.6
1527886800	888.0	977.0	47.0	911.0	4349.0	9886.0	1.3	22.9
1527887100	881.0	975.0	48.0	903.0	4221.0	9738.0	1.5	22.7
1527887400	873.0	975.0	47.0	893.0	4219.0	9584.0	2.1	22.7
1527887700	864.0	974.0	46.0	883.0	4089.0	9336.0	1.4	23.6
1527888000	854.0	971.0	47.0	872.0	4106.0	9112.0	1.5	23.2
1527888300	844.0	968.0	47.0	860.0	3962.0	8620.0	1.7	22.7
1527888600	833.0	966.0	46.0	847.0	4063.0	8292.0	1.7	22.8
1527888900	823.0	964.0	47.0	835.0	3978.0	7938.0	1.4	23.0
1527889200	815.0	964.0	46.0	825.0	3888.0	7474.0	1.2	23.4
1527889500	805.0	965.0	45.0	814.0	3919.0	7015.0	1.2	23.4
1527889800	796.0	966.0	45.0	803.0	3821.0	6773.0	1.7	23.2
1527890100	783.0	961.0	45.0	788.0	3660.0	6569.0	1.6	23.8
1527890400	773.0	961.0	43.0	775.0	3690.0	6263.0	1.2	23.7
1527890700	761.0	958.0	44.0	762.0	3523.0	5732.0	1.3	24.5
1527891000	749.0	955.0	43.0	747.0	3413.0	5076.0	1.2	24.4
1527891300	736.0	952.0	44.0	733.0	3355.0	4652.0	2.2	23.8
1527891600	723.0	948.0	44.0	716.0	3298.0	4000.0	1.5	23.6
1527891900	711.0	947.0	43.0	702.0	3217.0	3468.0	1.3	23.8
1527892200	698.0	945.0	42.0	687.0	3105.0	3006.0	1.3	24.0
1527892500	685.0	943.0	42.0	672.0	3053.0	2561.0	1.3	23.9
1527892800	673.0	942.0	41.0	658.0	2925.0	2220.0	1.3	24.2
1527893100	660.0	940.0	41.0	643.0	2899.0	1923.0	1.3	24.1
1527893400	646.0	936.0	40.0	626.0	2786.0	1697.0	1.4	23.8
1527893700	633.0	935.0	40.0	611.0	2696.0	1565.0	1.2	24.5
1527894000	619.0	932.0	40.0	595.0	2593.0	1435.0	1.0	24.6
1527894300	604.0	928.0	39.0	578.0	2487.0	1320.0	1.5	24.4
1527894600	591.0	926.0	39.0	562.0	2364.0	1278.0	1.6	23.7
1527894900	574.0	917.0	39.0	542.0	2248.0	1139.0	1.2	24.0
1527895200	560.0	913.0	39.0	525.0	2225.0	1101.0	1.6	24.0
1527895500	544.0	908.0	39.0	507.0	2080.0	945.0	1.5	23.8
1527895800	529.0	902.0	40.0	489.0	1994.0	859.0	1.6	24.0
1527896100	514.0	897.0	39.0	472.0	1903.0	783.0	1.2	24.1
1527896400	498.0	891.0	39.0	454.0	1760.0	663.0	1.4	24.3
1527896700	484.0	888.0	38.0	437.0	1682.0	657.0	1.6	24.4
1527897000	469.0	884.0	38.0	420.0	1515.0	630.0	1.4	24.0
1527897300	453.0	878.0	38.0	402.0	1389.0	545.0	1.1	24.2
1527897600	437.0	871.0	37.0	384.0	1359.0	527.0	1.5	24.4
1527897900	421.0	863.0	37.0	365.0	1224.0	475.0	1.6	23.9
1527898200	406.0	860.0	36.0	348.0	1121.0	409.0	1.3	23.9
1527898500	391.0	856.0	35.0	331.0	1001.0	345.0	0.9	24.3
1527898800	376.0	849.0	35.0	313.0	938.0	307.0	1.3	24.3
1527899100	358.0	839.0	34.0	294.0	743.0	260.0	1.5	24.2
1527899400	338.0	819.0	34.0	272.0	607.0	216.0	1.1	24.1
1527899700	328.0	826.0	33.0	260.0	522.0	183.0	1.0	24.3
1527900000	311.0	815.0	32.0	241.0	427.0	152.0	1.2	24.4
1527900300	295.0	803.0	32.0	224.0	338.0	111.0	1.5	23.8
1527900600	281.0	798.0	31.0	208.0	252.0	84.0	1.3	23.9
1527900900	265.0	787.0	31.0	192.0	182.0	36.0	1.5	23.9
1527901200	250.0	777.0	30.0	176.0	112.0	4.0	1.2	23.7
1527901500	233.0	760.0	30.0	159.0	64.0	0.0	1.2	23.8
1527901800	219.0	753.0	29.0	146.0	4.0	0.0	0.8	23.8
1527902100	205.0	740.0	29.0	131.0	-45.0	0.0	1.0	23.8
1527902400	190.0	732.0	27.0	112.0	-198.0	0.0	1.1	23.7
1527902700	176.0	721.0	27.0	93.0	-131.0	0.0	1.3	23.5
1527903000	162.0	707.0	26.0	75.0	-247.0	0.0	1.1	23.5
1527903300	149.0	695.0	25.0	59.0	-165.0	0.0	0.8	23.4
1527903600	136.0	685.0	24.0	46.0	-262.0	0.0	0.6	23.6
1527903900	123.0	673.0	23.0	34.0	-197.0	0.0	1.1	23.2
1527904200	110.0	659.0	22.0	25.0	-234.0	0.0	0.8	23.1
1527904500	95.0	630.0	21.0	19.0	-256.0	0.0	0.5	22.9
1527904800	80.0	577.0	20.0	18.0	-267.0	0.0	0.5	22.6
1527905100	64.0	519.0	18.0	16.0	-245.0	0.0	0.3	22.0
1527905400	51.0	460.0	17.0	15.0	-282.0	0.0	0.2	21.6
1527905700	38.0	378.0	15.0	13.0	-296.0	0.0	0.5	21.4
1527906000	29.0	227.0	17.0	12.0	-238.0	0.0	1.0	21.0
1527906300	21.0	284.0	12.0	10.0	-268.0	0.0	0.5	20.7
1527906600	11.0	13.0	10.0	8.0	-202.0	0.0	0.1	20.4
1527906900	7.0	0.0	7.0	6.0	-306.0	0.0	0.7	20.0
1527907200	5.0	0.0	5.0	4.0	-282.0	0.0	1.0	19.8
1527907500	3.0	0.0	3.0	3.0	-242.0	0.0	0.5	19.7
1527907800	2.0	0.0	2.0	2.0	-251.0	0.0	0.0	19.6
1527908100	1.0	0.0	1.0	0.0	-235.0	0.0	0.0	19.0
1527908400	0.0	0.0	0.0	0.0	-252.0	0.0	0.0	18.4
1527908700	0.0	0.0	0.0	0.0	-196.0	0.0	0.0	18.2
1527909000	0.0	0.0	0.0	0.0	-242.0	0.0	0.0	18.2
1527909300	0.0	0.0	0.0	0.0	-247.0	0.0	0.0	18.3
1527909600	0.0	0.0	0.0	0.0	-226.0	0.0	0.0	18.2
1527909900	0.0	0.0	0.0	0.0	-249.0	0.0	0.2	18.1
1527910200	0.0	0.0	0.0	0.0	-258.0	0.0	0.1	18.6
1527910500	0.0	0.0	0.0	0.0	-228.0	0.0	0.1	18.5
1527910800	0.0	0.0	0.0	0.0	-251.0	0.0	0.2	17.8
1527911100	0.0	0.0	0.0	0.0	-260.0	0.0	0.3	17.6
1527911400	0.0	0.0	0.0	0.0	-262.0	0.0	0.2	17.6
1527911700	0.0	0.0	0.0	0.0	-252.0	0.0	0.3	17.5
1527912000	0.0	0.0	0.0	0.0	-253.0	0.0	0.2	17.4
1527912300	0.0	0.0	0.0	0.0	-228.0	0.0	0.1	17.3
1527912600	0.0	0.0	0.0	0.0	-259.0	0.0	0.0	17.0
1527912900	0.0	0.0	0.0	0.0	-280.0	0.0	0.0	16.5
1527913200	0.0	0.0	0.0	0.0	-275.0	0.0	0.0	16.2
1527913500	0.0	0.0	0.0	0.0	-257.0	0.0	0.0	15.9
1527913800	0.0	0.0	0.0	0.0	-247.0	0.0	0.0	15.9
1527914100	0.0	0.0	0.0	0.0	-251.0	0.0	0.0	15.6
1527914400	0.0	0.0	0.0	0.0	-198.0	0.0	0.0	15.4
1527914700	0.0	0.0	0.0	0.0	-274.0	0.0	0.0	15.1
1527915000	0.0	0.0	0.0	0.0	-233.0	0.0	0.0	14.8
1527915300	0.0	0.0	0.0	0.0	-251.0	0.0	0.0	14.6
1527915600	0.0	0.0	0.0	0.0	-305.0	0.0	0.0	14.3
1527915900	0.0	0.0	0.0	0.0	-270.0	0.0	0.0	14.0
1527916200	0.0	0.0	0.0	0.0	-272.0	0.0	0.1	14.1
1527916500	0.0	0.0	0.0	0.0	-251.0	0.0	0.0	14.3
1527916800	0.0	0.0	0.0	0.0	-269.0	0.0	0.0	13.9
1527917100	0.0	0.0	0.0	0.0	-245.0	0.0	0.0	13.6
1527917400	0.0	0.0	0.0	0.0	-209.0	0.0	0.0	13.8
1527917700	0.0	0.0	0.0	0.0	-214.0	0.0	0.0	13.9
1527918000	0.0	0.0	0.0	0.0	-237.0	0.0	0.0	13.6
1527918300	0.0	0.0	0.0	0.0	-261.0	0.0	0.0	13.7
1527918600	0.0	0.0	0.0	0.0	-276.0	0.0	0.0	13.9
1527918900	0.0	0.0	0.0	0.0	-272.0	0.0	0.0	14.0
1527919200	0.0	0.0	0.0	0.0	-278.0	0.0	0.0	14.0
1527919500	0.0	0.0	0.0	0.0	-253.0	0.0	0.2	13.6
1527919800	0.0	0.0	0.0	0.0	-245.0	0.0	0.6	13.4
1527920100	0.0	0.0	0.0	0.0	-257.0	0.0	0.9	13.5
1527920400	0.0	0.0	0.0	0.0	-283.0	0.0	0.7	13.6
1527920700	0.0	0.0	0.0	0.0	-257.0	0.0	0.1	13.1
1527921000	0.0	0.0	0.0	0.0	-265.0	0.0	0.0	12.8
1527921300	0.0	0.0	0.0	0.0	-245.0	0.0	0.0	12.9
1527921600	0.0	0.0	0.0	0.0	-241.0	0.0	0.0	12.5
1527921900	0.0	0.0	0.0	0.0	-236.0	0.0	0.0	12.4
1527922200	0.0	0.0	0.0	0.0	-241.0	0.0	0.0	12.5
1527922500	0.0	0.0	0.0	0.0	-236.0	0.0	0.0	12.4
