#1
double data(1536,5)
#epoch	irr_direct	irr_diffuse	temp_air	wind_speed
1529649000	221.865234375	115.2136785388	282.1707458496	2.1846818706
1529649900	264.3125	117.1582907438	282.6386566162	2.32130460045
1529650800	309.76171875	116.5680078268	283.1065673828	2.4579273303
1529651700	347.296875	120.0101964474	283.51944732665	2.49660893085
1529652600	382.21875	124.5042104721	283.93232727049997	2.5352905314000003
1529653500	416.296875	128.6940221786	284.34520721435	2.57397213195
1529654400	449.75	132.881953001	284.7580871582	2.6126537325
1529655300	482.23046875	136.5916159153	285.1346130371	2.8210691752
1529656200	489.6523437561	147.695712328	285.511138916	3.0294846179
1529657100	544.6562500483	142.5620861053	285.8876647949	3.2379000606000004
1529658000	545.2265625077	153.7677054405	286.2641906738	3.4463155033
1529658900	599.7500000569	147.1132712364	286.6209335327	3.50606328915
1529659800	623.664062501	149.2201294899	286.97767639159997	3.565811075
1529660700	629.6835941188	159.5401921272	287.3344192505	3.62555886085
1529661600	526.4023442111	220.3911738396	287.6911621094	3.6853066467
1529662500	526.3789064448	251.0975675583	287.82115173342504	3.5376913604249998
1529663400	418.3554726048	303.0660495758	287.95114135745	3.39007607415
1529664300	451.3476615715	313.5583868027	288.081130981475	3.2424607878750002
1529665200	170.6054688316	420.595451355	288.2111206055	3.0948455016
1529666100	66.628911782	417.8713116646	287.8889846802	3.068966515625
1529667000	5.6523463291	294.9246897697	287.5668487549	3.04308752965
1529667900	59.9296904911	417.5016536713	287.2447128296	3.0172085436750002
1529668800	0.2890660272	216.2566375732	286.9225769043	2.9913295577000003
1529669700	8.3671880279	326.0596151352	286.96310424805	3.1251591170250004
1529670600	4.0234829561	264.7812280655	287.0036315918	3.2589886763500004
1529671500	55.3203702704	410.1712112427	287.04415893555	3.392818235675
1529672400	3.7891360253	267.8327960968	287.0846862793	3.526647795
1529673300	26.1562521901	361.5679092407	287.399559021	3.3894302388
1529674200	3.3597756401	160.7967357635	287.7144317627	3.2522126825999997
1529675100	152.9531250982	381.2574033737	288.0293045044	3.1149951263999998
1529676000	234.0000041171	346.1167058945	288.3441772461	2.9777775702
1529676900	569.8125003176	154.2097549438	288.61878967284997	2.8721304754499997
1529677800	556.9890757085	142.3777866364	288.8934020996	2.7664833807
1529678700	530.3203156692	138.4561386108	289.16801452635	2.6608362859500003
1529679600	499.2452088084	135.6799068451	289.4426269531	2.5551891912
1529680500	436.7428975693	140.6836280823	289.4073486328	2.650885458375
1529681400	432.0486900161	130.0998725891	289.3720703125	2.74658172555
1529682300	391.9629744854	128.5828132629	289.3367919922	2.842277992725
1529683200	330.4420663835	133.1847267151	289.3015136719	2.9379742599
1529684100	292.3278953051	130.8237171173	289.139137268075	2.8069696189499997
1529685000	278.7978353715	119.9799289703	288.97676086424997	2.6759649779999997
1529685900	240.5845343303	115.6580505371	288.814384460425	2.54496033705
1529686800	184.6555636376	115.1967353821	288.6520080566	2.4139556961
1529687700	161.9330440424	107.6912326813	288.38220977779997	2.554123019075
1529688600	134.0168544017	99.3786258698	288.112411499	2.69429034205
1529689500	100.4660243876	92.184431076	287.8426132202	2.834457665025
1529690400	71.5966820009	83.4140987396	287.5728149414	2.974624988
1529691300	30.9068649188	79.1254920959	287.177062988275	2.719225465475
1529692200	34.8125110939	58.9176521301	286.78131103515	2.46382594295
1529693100	21.9844005853	45.9051361084	286.385559082025	2.208426420425
1529694000	9.5156306624	34.0440216064	285.9898071289	1.9530268979
1529694900	3.0000058785	21.512670517	285.65002441405	1.825867195525
1529695800	-0.0937444642	9.3094501495	285.3102416992	1.6987074931500001
1529696700	0.3906308338	0.6648521423	284.97045898435	1.571547790775
1529697600	0.2968803421	0.0631370544	284.6306762695	1.4443880884
1529698500	-0.4062446356	-0.1284160614	284.48763275145	1.686725816525
1529699400	0.45313021540000004	0.1059474945	284.34458923340003	1.92906354465
1529700300	-0.031244374800000002	0.0394706726	284.20154571535	2.1714012727750003
1529701200	-0.4218704626	0.0315361023	284.0585021973	2.4137390009
1529702100	0.039068102800000004	0.08218002320000001	283.7564468384	2.18158114475
1529703000	0.6171921641	-0.1913452148	283.45439147950003	1.9494232886
1529703900	-0.23437024650000002	0.3555850983	283.1523361206	1.71726543245
1529704800	-0.2343703806	-0.1993541718	282.8502807617	1.4851075763
1529705700	-0.14062052220000001	0.07032394410000001	282.6325073242	1.41501880155
1529706600	0.046879582100000004	-0.0002365112	282.4147338867	1.3449300268
1529707500	0.3281294554	-0.023754119900000002	282.1969604492	1.2748412520499999
1529708400	-0.1093706042	-0.0004119873	281.9791870117	1.2047524773
1529709300	0.3437539563	0.070016861	281.75599670407496	1.1522616764
1529710200	0.0625042692	0.1869792938	281.53280639645	1.0997708755
1529711100	-0.1484341472	-0.067035675	281.309616088825	1.0472800746
1529712000	0.0	0.0	281.0864257812	0.9947892737
1529712900	0.0	0.0	280.91769409175	1.096467175725
1529713800	0.0	0.0	280.7489624023	1.19814507775
1529714700	0.0	0.0	280.58023071285	1.299822979775
1529715600	0.0	0.0	280.4114990234	1.4015008818
1529716500	0.0	0.0	280.30945587154997	1.386087634675
1529717400	0.0	0.0	280.20741271969996	1.37067438755
1529718300	0.0	0.0	280.10536956785	1.3552611404250001
1529719200	0.0	0.0	280.003326416	1.3398478933
1529720100	0.0	0.0	279.8822479248	1.2870487869
1529721000	0.0	0.0	279.7611694336	1.2342496805
1529721900	0.0	0.0	279.6400909424	1.1814505740999999
1529722800	0.0	0.0	279.5190124512	1.1286514677
1529723700	0.0	0.0	279.440223693875	1.1568702774
1529724600	0.0	0.0	279.36143493655004	1.1850890871
1529725500	0.0263671875	4.5285644530999996	279.282646179225	1.2133078968
1529726400	1.279296875	16.7995605469	279.2038574219	1.2415267065
1529727300	6.8930664062	29.0395507812	279.375579834	1.166547338375
1529728200	17.8974609375	40.7144425306	279.5473022461	1.09156797025
1529729100	34.0268554688	51.6331646759	279.7190246582	1.0165886021250001
1529730000	54.673828125	61.6997427233	279.8907470703	0.9416092340000001
1529730900	79.1103515625	70.8942573667	280.38162231445	0.82077939445
1529731800	106.3486328125	79.4207473546	280.8724975586	0.6999495549000001
1529732700	130.134765625	90.5058233589	281.36337280275	0.5791197153500001
1529733600	155.13671875	100.7110880017	281.8542480469	0.4582898758
1529734500	197.5068359375	102.8353534788	282.381553649925	0.763951849575
1529735400	224.1884765625	112.6969099194	282.90885925295004	1.06961382335
1529736300	266.21875	114.1098077893	283.436164855975	1.375275797125
1529737200	310.62109375	114.3712784052	283.963470459	1.6809377709
1529738100	344.5390625	119.7235110402	284.415519714375	1.8113595091499999
1529739000	382.546875	122.5467869639	284.86756896975	1.9417812474
1529739900	417.16796875	126.41449368	285.319618225125	2.07220298565
1529740800	450.0820312504	130.1120337248	285.7716674805	2.2026247239
1529741700	456.9335937563	141.9159185886	286.15619659425	2.010836641825
1529742600	481.6679687527	148.4794185162	286.54072570799997	1.8190485597500001
1529743500	481.2890626261	168.543012619	286.92525482175	1.627260477675
1529744400	491.3984375523	182.9516396523	287.3097839355	1.4354723956
1529745300	542.8242187703	178.057557106	287.725654602025	1.524781043375
1529746200	571.9804688142	176.7781963348	288.14152526855	1.61408969115
1529747100	606.7968752246	170.4561367035	288.557395935075	1.703398338925
1529748000	639.7421877332	161.8809766769	288.9732666016	1.7927069867
1529748900	401.8710940951	310.3265080452	289.093696594275	1.815044573475
1529749800	88.8945324193	434.4062590599	289.21412658695	1.8373821602500002
1529750700	110.1171876256	436.3038711548	289.33455657962503	1.8597197470250002
1529751600	285.0859375175	379.1794528961	289.4549865723	1.8820573338000002
1529752500	233.0390625683	397.3788022995	289.8015060425	2.00399775885
1529753400	245.2812501173	404.499335289	290.1480255127	2.1259381839
1529754300	246.7109377014	408.9940042496	290.4945449829	2.24787860895
1529755200	337.3437501546	355.6853380203	290.8410644531	2.369819034
1529756100	382.5468750498	333.5043544769	291.027336120575	2.33327844905
1529757000	564.3281253654	240.8539924622	291.21360778805	2.2967378641
1529757900	605.4140625	208.7737665176	291.39987945552497	2.26019727915
1529758800	288.3359375	357.0520524979	291.586151123	2.2236566942
1529759700	213.203125	354.1702060699	291.52944946285	2.5048787783999997
1529760600	89.578125	387.2654857635	291.4727478027	2.7861008625999997
1529761500	47.6953125	359.8310279846	291.41604614255	3.0673229468
1529762400	331.8359375012	304.5673866272	291.3593444824	3.348545031
1529763300	50.2656250053	357.0327091217	291.15309906005	3.233326527
1529764200	198.1250000243	300.2206554413	290.9468536377	3.118108023
1529765100	31.8671883678	319.4109287262	290.74060821535	3.002889519
1529766000	25.6171934408	294.0870037079	290.534362793	2.887671015
1529766900	101.9687565654	313.1231002808	290.40068054202504	2.646953668725
1529767800	33.6250167998	287.9598083496	290.26699829105	2.40623632245
1529768700	8.8750017094	225.9552955627	290.133316040075	2.165518976175
1529769600	3.4687595841	187.385219574	289.9996337891	1.9248016299000001
1529770500	33.507826123	233.824552536	289.95757293705003	1.9358489145500002
1529771400	0.28906357790000003	122.8606853485	289.91551208500005	1.9468961992
1529772300	4.1875000004	159.8101158142	289.87345123295	1.9579434838499998
1529773200	85.265625022	151.3106384277	289.8313903809	1.9689907684999999
1529774100	23.9843806116	159.9074440002	289.62566375735	2.1056503203499997
1529775000	6.6250335636	135.7972183228	289.4199371338	2.2423098722
1529775900	-0.2265624991	76.6042308807	289.21421051025	2.37896942405
1529776800	0.023437500400000002	63.9130687714	289.0084838867	2.5156289759
1529777700	0.4140625009	73.8356304169	288.851631164525	2.3878896085
1529778600	0.9453125016	62.0109767914	288.69477844234996	2.2601502411
1529779500	0.2578125006	42.8157215118	288.537925720175	2.1324108736999996
1529780400	-0.3359374962	23.6530475616	288.381072998	2.0046715063
1529781300	0.5546875826000001	11.8169593811	288.18515014645	1.9148313751
1529782200	-0.5234374234	4.7346611023000005	287.9892272949	1.8249912439
1529783100	0.6015625444	0.2724514008	287.79330444335	1.7351511126999999
1529784000	-0.28906249970000003	0.057153701800000005	287.5973815918	1.6453109815
1529784900	0.3437500003	0.0563926697	287.314552307125	1.519786294025
1529785800	-0.37499999970000003	-0.1547355652	287.03172302245	1.39426160655
1529786700	0.4609375002	-0.047365188600000004	286.748893737775	1.268736919075
1529787600	-0.0859374998	0.1767292023	286.4660644531	1.1432122316
1529788500	0.19531250020000002	-0.1555633545	286.406051635725	0.936234136125
1529789400	-0.1953124998	0.3365402222	286.34603881835	0.7292560406499999
1529790300	0.2578125002	-0.24945259090000002	286.28602600097497	0.522277945175
1529791200	0.0234375002	-0.0074214935	286.2260131836	0.3152998497
1529792100	-0.1406249998	0.3049030304	286.290641784675	0.31003681177500003
1529793000	-0.2343749998	-0.1090488434	286.35527038575003	0.30477377385000004
1529793900	-0.2578124998	-0.0741348267	286.419898986825	0.299510735925
1529794800	0.6015625002	0.0197601318	286.4845275879	0.294247698
1529795700	-0.0859374998	0.171831131	285.780586242675	0.6031308549000001
1529796600	0.1015625002	-0.0311908722	285.07664489745	0.9120140118
1529797500	-0.47656249980000004	0.2302246094	284.372703552225	1.2208971687
1529798400	0.0	0.0	283.668762207	1.5297803256
1529799300	0.0	0.0	283.68302154537497	1.43751176685
1529800200	0.0	0.0	283.69728088374995	1.3452432080999999
1529801100	0.0	0.0	283.711540222125	1.25297464935
1529802000	0.0	0.0	283.7257995605	1.1607060906
1529802900	0.0	0.0	283.62126159665	1.114389303725
1529803800	0.0	0.0	283.5167236328	1.06807251685
1529804700	0.0	0.0	283.41218566895	1.021755729975
1529805600	0.0	0.0	283.3076477051	0.9754389431
1529806500	0.0	0.0	283.363281250025	0.7893801173
1529807400	0.0	0.0	283.41891479495	0.6033212915
1529808300	0.0	0.0	283.474548339875	0.41726246570000003
1529809200	0.0	0.0	283.5301818848	0.2312036399
1529810100	0.0	0.0	283.62453460695	0.447992271325
1529811000	0.0	0.0	283.71888732909997	0.66478090275
1529811900	0.0	2.6301269531	283.81324005125	0.8815695341750001
1529812800	0.0	12.5524902344	283.9075927734	1.0983581656
1529813700	0.0070800781000000005	22.4904785156	284.01002502437495	1.030620796775
1529814600	0.3737792969	36.8466283977	284.11245727535	0.96288342795
1529815500	2.283203125	51.1572608575	284.214889526325	0.8951460591250001
1529816400	7.6953125	62.7009356692	284.3173217773	0.8274086903000001
1529817300	5.3833007812	77.5298893154	284.54486846919997	0.7351300945750001
1529818200	0.9252929688	83.1756786406	284.77241516109996	0.64285149885
1529819100	0.763671875	95.712543726	284.999961853	0.550572903125
1529820000	3.134765625	114.8642325401	285.2275085449	0.4582943074
1529820900	5.16015625	134.659157753	285.59755706785	0.35901812425
1529821800	64.5234375	151.4060059786	285.96760559079996	0.2597419411
1529822700	78.013671875	159.6493502259	286.33765411375	0.16046575794999995
1529823600	105.017578125	184.7652968764	286.7077026367	0.0611895748
1529824500	154.17578125	190.5716818571	287.165626525875	0.21547120250000001
1529825400	210.2539062501	201.5580016375	287.62355041505	0.3697528302
1529826300	171.05859375	236.5624986887	288.081474304225	0.5240344579
1529827200	248.26171875	226.9013799429	288.5393981934	0.6783160856
1529828100	325.8398437511	214.1819310188	288.92128753665	0.742391484175
1529829000	293.6132812942	250.8072986603	289.3031768799	0.80646688275
1529829900	320.2812500601	258.2419471741	289.68506622315	0.870542281325
1529830800	334.2343750505	270.0024895668	290.0669555664	0.9346176799
1529831700	350.9843750097	271.6890530586	290.0873336792	1.002960478275
1529832600	442.4296876151	234.0614790916	290.10771179200003	1.07130327665
1529833500	390.4023440259	299.2638292313	290.1280899048	1.139646075025
1529834400	24.4335948066	345.7232084274	290.1484680176	1.2079888734
1529835300	294.3476583759	375.6647257805	290.55895996095	1.155483237475
1529836200	395.6992228662	329.6987595558	290.9694519043	1.10297760155
1529837100	324.1015640841	366.5720200539	291.37994384765	1.050471965625
1529838000	309.6328162691	366.5654196739	291.790435791	0.9979663297
1529838900	360.9296875001	340.9324164391	291.84381103515	0.980988512875
1529839800	285.5859376193	383.6459641457	291.8971862793	0.96401069605
1529840700	63.8789101278	419.0365638733	291.95056152345	0.947032879225
1529841600	214.6992188239	417.7523155212	292.0039367676	0.9300550624
1529842500	133.1640634161	434.0129022598	292.1773223877	1.3984519754
1529843400	261.7578137149	391.9466161728	292.3507080078	1.8668488883999999
1529844300	130.7343777341	410.8937616348	292.5240936279	2.3352458014
1529845200	113.2187514281	406.5873327255	292.697479248	2.8036427144
1529846100	290.8515633463	325.7553348541	292.75643157955	2.743835549525
1529847000	315.2734381397	324.516992569	292.81538391109996	2.6840283846500004
1529847900	255.2187526942	338.5969734192	292.87433624265	2.6242212197750003
1529848800	292.5937534223	310.7130622864	292.9332885742	2.5644140549000003
1529849700	288.2968825527	295.9610061646	292.92666625975	2.637049660025
1529850600	296.1562541705	291.7361850739	292.9200439453	2.70968526515
1529851500	235.3515644589	299.6724348068	292.91342163085	2.782320870275
1529852400	167.8203153449	294.0439138412	292.9067993164	2.8549564754
1529853300	71.101564388	284.7287607193	292.56508636475	2.840868875425
1529854200	26.4296908258	249.2355127335	292.22337341310003	2.82678127545
1529855100	8.1250098582	220.3425159454	291.88166046145	2.812693675475
1529856000	48.5625027932	166.6189880371	291.5399475098	2.7986060755
1529856900	96.1250037545	212.7269020081	291.333435058625	2.918699121225
1529857800	59.6875022635	197.918888092	291.12692260745	3.03879216695
1529858700	48.4062514611	171.6718378067	290.920410156275	3.158885212675
1529859600	23.0000003534	166.2548627853	290.7138977051	3.2789782584
1529860500	2.398438588	131.2288722992	290.4516220093	3.2906999785
1529861400	0.9765625766	105.2089176178	290.1893463135	3.3024216986
1529862300	0.25000007220000003	73.5301046371	289.9270706177	3.3141434187
1529863200	0.2500000411	45.3071527481	289.6647949219	3.3258651388000002
1529864100	-0.32031248830000003	49.1765708923	289.371772766125	3.1173172685750004
1529865000	0.5234375002	45.0718154907	289.07875061034997	2.90876939835
1529865900	0.12500000020000002	33.845908165	288.785728454575	2.7002215281249997
1529866800	-0.2031249998	25.4403123856	288.4927062988	2.4916736579
1529867700	0.23437500020000002	15.5719127655	288.321212768525	2.5456779482
1529868600	0.0625000002	6.8574180603	288.14971923825	2.5996822385
1529869500	-0.039062499800000004	0.3739566803	287.97822570797496	2.6536865287999998
1529870400	-0.0703124998	0.21771621700000002	287.8067321777	2.7076908190999998
1529871300	-0.0312499998	-0.20815277100000001	287.6723861694	2.66526614465
1529872200	0.0781250002	0.18236541750000002	287.53804016109996	2.6228414702
1529873100	0.2578125002	-0.0637521744	287.40369415279997	2.58041679575
1529874000	-0.2421874998	0.1470956802	287.2693481445	2.5379921213000003
1529874900	0.0625000002	0.0729522705	287.1666793823	2.4994127777500004
1529875800	0.4375000002	0.0806102753	287.0640106201	2.4608334342000004
1529876700	-0.6640624998	-0.216293335	286.9613418579	2.42225409065
1529877600	0.6015625002	-0.0523166656	286.8586730957	2.3836747471
1529878500	-0.40624999980000004	0.19374465940000002	286.746635437	2.21034060895
1529879400	0.20312500020000002	0.1233882904	286.63459777829996	2.0370064708
1529880300	0.0781250002	-0.2789678574	286.5225601196	1.86367233265
1529881200	2e-10	0.1896600723	286.4105224609	1.6903381945
1529882100	-0.0312499998	-0.0798387527	286.372009277325	1.7022426115
1529883000	-0.0156249998	0.12325572970000001	286.33349609375	1.7141470285
1529883900	0.0468750001	-0.0213823318	286.294982910175	1.7260514455
1529884800	0.0	0.0	286.2564697266	1.7379558625
1529885700	0.0	0.0	286.17910766605	1.665389116125
1529886600	0.0	0.0	286.1017456055	1.59282236975
1529887500	0.0	0.0	286.02438354495	1.520255623375
1529888400	0.0	0.0	285.9470214844	1.447688877
1529889300	0.0	0.0	285.840469360375	1.4867311408
1529890200	0.0	0.0	285.73391723635	1.5257734046
1529891100	0.0	0.0	285.62736511232504	1.5648156684
1529892000	0.0	0.0	285.5208129883	1.6038579322
1529892900	0.0	0.0	285.489295959475	1.4999869626
1529893800	0.0	0.0	285.45777893064997	1.396115993
1529894700	0.0	0.0	285.426261901825	1.2922450234
1529895600	0.0	0.0	285.394744873	1.1883740538
1529896500	0.0	0.0	285.362236022925	1.16414935245
1529897400	0.0	0.0	285.32972717284997	1.1399246511
1529898300	0.0	1.2458496094	285.297218322775	1.1156999497500002
1529899200	0.0	4.6740722655999996	285.2647094727	1.0914752484
1529900100	0.0	7.3481445312	285.31687927250005	1.01098860125
1529901000	0.0	15.9021258503	285.3690490723	0.9305019541000001
1529901900	0.0	28.26960041	285.4212188721	0.85001530695
1529902800	0.09375000000000001	39.1012799405	285.4733886719	0.7695286598000001
1529903700	4.7241210938	62.0900315195	285.665740966825	0.922462194475
1529904600	1.2583007812	78.9727504104	285.85809326175	1.07539572915
1529905500	5.06640625	99.2382842302	286.050445556675	1.228329263825
1529906400	4.958984375	111.6087503433	286.2427978516	1.3812627984999999
1529907300	2.904296875	121.9697104692	286.4372711182	1.5671923628
1529908200	2.517578125	133.5551975965	286.6317443848	1.7531219271
1529909100	3.15625	151.298640728	286.82621765140004	1.9390514914
1529910000	5.1640625	170.1563940048	287.020690918	2.1249810557
1529910900	4.029296875	176.8803088665	287.2528381348	2.1140868598
1529911800	6.322265625	198.7975494862	287.4849853516	2.1031926639
1529912700	8.767578125	216.6760203838	287.7171325684	2.092298468
1529913600	15.404296875	241.3129971027	287.9492797852	2.0814042721
1529914500	14.734375	256.0545666218	288.23296356205003	2.0040404037
1529915400	27.09375	284.1641566753	288.51664733890004	1.9266765353
1529916300	64.730468751	325.5223250389	288.80033111575	1.8493126669
1529917200	45.0742187903	335.2953686714	289.0840148926	1.7719487985
1529918100	56.9453126916	338.4129824638	289.320030212425	1.77116973635
1529919000	64.1640633176	362.8799614906	289.55604553225	1.7703906742
1529919900	29.0546875374	338.1667470932	289.792060852075	1.7696116120499998
1529920800	119.5078125667	354.3634176254	290.0280761719	1.7688325499
1529921700	270.1992192605	347.0617947578	290.312271118175	1.827612090625
1529922600	264.8554689565	335.3734955788	290.59646606445	1.88639163135
1529923500	381.1289099957	303.7498884201	290.880661010725	1.945171172075
